,senti_score,tweet_content,country_list
4749,0.025,#Iran #News Retired General of IRGC and former governor of Yazd Province injured in #Syria,Iraq
4750,0.0,Because experience shows us all US-supplied hardware ends up w\/ ISIS &amp; Nusra somehow. Einsteins in the US govt...,Canada
4751,0.0,#WakeUpAmerica!!!,Canada
4752,0.0,@Onbackground461 @mr_sticky @JordanChariton Shameful to support a purveyor in blood &amp; poverty Jill. #honduras #haiti #Syria #Arms4Donations,Canada
4753,0.0,When was the last time US sent any weapons to 'rebels' and they didn't end up with Alqaeda or ISIS,Canada
4754,-0.13,"Watch this space very carefully @adamentous Russia moves artillery units to northern Syria, U.S. officials say",Canada
4755,-0.155555555556,The Peace Process In Syria Is Breaking Down And The US Is Now Ramping Up War \u2013 Episode 949b \u2013\u00a0YouTube \u2014\u00a0zooforyou,Canada
4756,-0.155555555556,The Peace Process In Syria Is Breaking Down And The US Is Now Ramping Up War \u2013 Episode 949b \u2013\u00a0YouTube \u2014\u00a0zooforyou,Canada
4757,0.0,#Syria #Qamishli #Qamishlo #Qami\u015flo #Qami\u0161lo #Be\u1e6f_Z\u0101lin Post by a Guy in Z City Couple Hours Ago #SAA #TwitterKurds htt\u2026,Canada
4758,0.0,PUTIN IGNORES OBAMA Russia overlooks admin's plea for Syria ceasefire,Canada
4759,0.0,Charles Lister is the one living in a fantasy land if he thinks the terror groups he supports in #Syria are moderate https\u2026,Canada
4760,-0.292857142857,@skb5440 @AntonLaGuardia Syria certainly has an overabundance of morons,Canada
4761,0.0,#Syria Kurdish forces stormed Prison hold by #Assad-forces in #Qamishli\nhttps:\/\/t.co\/ysprQI9rPI\nhttps:\/\/t.co\/s9UlIyww72,Indonesia
4762,-0.5,#Syria #Syria #Qamishli #Qamishlo #Qami\u015flo #Qami\u0161lo #Be\u1e6f_Z\u0101lin #NDF Soldier tells me Truce lasted 3 HOURS &amp; Failed http\u2026,Canada
4763,0.025,Retired General of IRGC and former governor of Yazd Province injured  in Syria,USA
4764,0.0,Sigam esse perfil direto de raqqa,Brazil
4765,-0.291666666667,It will be hard to find peace in Syria with Bashar al-Assad still in charge,Morocco
4766,0.25,@Toncuz @SnipeHunting @newerablog one state worked really well in Iraq don't you think? Also in Syria!,Canada
4767,0.0,The United Nations-brokered Peace talks threatened as violence surges,USA
4768,0.0,The beginning of the end of #Syria's economy.,Canada
4769,0.0,PM to Moscow to discuss Syria,Morocco
4770,0.0,"#IslamicState has captured all sections of government-controlled industrial district in #DeirEzzor,getting closer 2mil\u2026",USA
4771,0.25,"#Syria head of White Helmets @SyriaCivilDef rejected entry at US airport, but Rifaat Assad sons come in &amp; out. Okay",Canada
4772,0.0,\u0441\u0438\u0440\u0438\u0439\u0441\u043a\u0430\u044f \u043e\u043f\u043f\u043e\u0437\u0438\u0446\u0438\u044f \u043f\u044b\u0442\u0430\u0435\u0442\u0441\u044f \u043f\u0435\u0440\u0435\u0440\u0435\u0437\u0430\u0442\u044c \u043f\u0443\u0442\u0438 \u0441\u043d\u0430\u0431\u0436\u0435\u043d\u0438\u044f \u0418\u0413 \u0438\u0437 \u0422\u0443\u0440\u0446\u0438\u0438,USA
4773,0.0,#US #Russia #Assad Terror = #AssadMustGo ,Slovenia
4774,-0.2,"62 civilians killed by air-raids in #Syria yesterday. Meanwhile, #US, #Russia, &amp; @UN still call it a @Cessation of Hostilitie\u2026",Morocco
4775,0.0352272727273,"NEW! #Russia military activity in #Syria. Despite \""withdrawal\"" Russia still decisive actor.",Canada
4776,1.0,A wonderful replica of Palymyra Arch has been erected in #TrafalgarSquare \nGo see it today &amp; tomorrow. #syria,USA
4777,0.25,"#Syria head of White Helmets @SyriaCivilDef rejected entry at US airport, but Rifaat Assad sons come in &amp; out. Okay",Canada
4778,0.0,Thousands flee renewed fighting as airstrikes kill 40 civilians,Indonesia
4779,0.0,"@enilk1988 @RealAlexJones Bomb Mecca ,Iran,  Syria!!!!",Canada
4780,0.0,Can Syria's Aleppo pepper be saved? By @MrsWheelbarrow:,Canada
4781,-0.2,Over 100 Civilians Killed in #Assad's Regime Airstrikes in #Idlib,Canada
4782,0.0,@OpoSiria_CPSQ reconsideren su decisi\u00f3n; se logra m\u00e1s estando en el di\u00e1logo que omiti\u00e9ndose ,Canada
4783,0.0,@Callisto1947 I would bet that if the Rep's had controlled Congress we would know the truth about WMD's. I say the went to Syria.,Canada
4784,0.0,"The Syrian orphans who have witnessed bombs, starvation and execution",USA
4785,0.0,Can Syria's Aleppo pepper be saved? By @MrsWheelbarrow:,Canada
4786,0.8,"#\u0627\u0644\u0631\u0642\u0629_\u062a\u0630\u0628\u062d_\u0628\u0635\u0645\u062a\n#Raqqa #Syria #ISIS\n\nMeet the brave teenagers who resisted the so-called \""Islamic State\"" and...",Canada
4787,0.8,happy 420 everyone xx blaze it xx stay in drugs don't do school xx class As not grade As xx bomb mandy not syria xx,Morocco
4788,0.0,The opposition is trying to cut the CAP message IG between Turkey and Syria,Canada
4789,0.0,"The Syrian orphans who have witnessed bombs, starvation and execution",Canada
4790,0.0,Assyrian forces attack Kurdish police in #Qamishli,Canada
4791,0.2,The U.S. Wants To Design Safer Anti-Aircraft Missiles for Syria\u2019s Rebels,USA
4792,0.0,"Russia ignores Obama's plea for Syria ceasefire, shifts forces to Aleppo\nhttps:\/\/t.co\/MuPUXCgoBU",Canada
4793,0.0,"#Syria #Idlib Deal reached to evacuate 250 people from #Kefraya and #Fouaa, Photo of Buses Entering the towns.",Canada
4794,0.0,"@mutludc @VOANews &lt;= The #US again \""sitting on the fence\"" :-\n..\""U.S. must &amp; will accommodate Ankara's wishes.. to assert influence on Syria\""",USA
4795,0.0,\u0414\u044b\u043a \u0434\u0430\u0432\u043d\u043e \u043f\u043e\u0440\u0430...!!!,USA
4796,0.0,The United Nations-brokered Peace talks threatened as violence surges,Canada
4797,0.0,#Syria #Madaya #Zabadani UN Delegation \/ Red Crescent entered the city to evacuate some Wounded.,Canada
4798,0.0,\u0627\u0644\u0644\u0647\u0645 \u0644\u0627 \u0634\u0645\u0627\u062a\u0629! \u064a\u0648\u0633\u0641 \u0627\u0644\u062d\u0633\u064a\u0646\u064a\u060c \u0627\u0644\u0630\u064a \u062a\u0648\u0639\u062f \u0627\u0644\u0633\u0648\u0631\u064a\u064a\u0646 \u0641\u064a #\u0645\u0635\u0631 \u0628\u0627\u0644\u0636\u0631\u0628 \u0639\u0644\u0649 \u0627\u0644\u0642\u0641\u0627\u061b \u062a\u0646\u0642\u0644\u0628 \u0639\u0644\u064a\u0647 \u0623\u062c\u0647\u0632\u0629 \u0627\u0644\u0633\u064a\u0633\u064a\u060c \u0641\u062a\u0633\u0631\u0651\u0628 \u0644\u0647 \u0645\u0643\u0627\u0644\u0645\u0629 \u062c\u0646\u0633\u064a\u0629\u2026,Egypt
4799,0.0,Pope Francis Returns to Rome with 12 #SyrianRefugees #breakingnews #Syrian #Syria #Intpol,USA
4800,0.0,hmmmm all of these sites with various campaigns calling for western intervention in syria are run by the same person,Canada
4801,0.0,"Aleppo clashes displace 40,000 people @AJEnglish",Canada
4802,-0.2,"Children, women killed by Turkish border guards while fleeing Syria",USA
4803,0.0,"In Syria, the six truce violations recorded per day",Canada
4804,-0.5,Pro- #CVE argument- this is the only alternative to avoiding 20 year sentences for travel to Syria. Insane sentencing is ou\u2026,Canada
4805,-0.2,50 were killed in airstrikes that targeted a marketplace in Maarat al-Numan and Kafranbel in #Idlib province #Syria\nht\u2026,Canada
4806,0.0,"As Russia shifts location of its Syria weaponry amid ceasefire, is Aleppo shaping up to become the next Debaltsevo?",Canada
4807,0.8,"#\u0627\u0644\u0631\u0642\u0629_\u062a\u0630\u0628\u062d_\u0628\u0635\u0645\u062a\n#Raqqa #Syria #ISIS\n\nMeet the brave teenagers who resisted the so-called \""Islamic State\"" and...",Canada
4808,0.0,"Syrians want freedom, not genocidal tyranny in ties or turbans\n'With Canada watching, a plague returns in Syria'... ht\u2026",Canada
4809,0.0,\u0441\u0438\u0440\u0438\u0439\u0441\u043a\u0430\u044f \u043e\u043f\u043f\u043e\u0437\u0438\u0446\u0438\u044f \u043f\u044b\u0442\u0430\u0435\u0442\u0441\u044f \u043f\u0435\u0440\u0435\u0440\u0435\u0437\u0430\u0442\u044c \u043f\u0443\u0442\u0438 \u0441\u043d\u0430\u0431\u0436\u0435\u043d\u0438\u044f \u0418\u0413 \u0438\u0437 \u0422\u0443\u0440\u0446\u0438\u0438,Germany
4810,0.0,#Syria #Homs Leaflets dropped by #SyAAF over Homs Region telling Militants to Surrender Before Zero Hour. #SAA,Canada
4811,0.25,"#Syria head of White Helmets @SyriaCivilDef rejected entry at US airport, but Rifaat Assad sons come in &amp; out. Okay",Canada
4812,0.0,A mass killer with a fully approved international licence!! #Syria,Indonesia
4813,0.0,The United Nations-brokered Peace talks threatened as violence surges,USA
4814,0.0,@CNBC\nRussia is hemorrhaging money in Syria\nThey have no choice.,Canada
4815,0.5,"Latest Turkish Offensive in #Syria Has Created 30,000 MORE Refugees",Canada
4816,0.0,"The Syrian orphans who have witnessed bombs, starvation and execution",Japan
4817,-0.1,#SYRIA\n#FSA 1st Coastal Division Commander Uday Al-Tubq Assassinated By Unknown Gunmen -Report,Canada
4818,-0.2,Over 100 Civilians Killed in #Assad's Regime Airstrikes in #Idlib,Canada
4819,0.8,"The claim Saudi Arabia couldn't have helped with 9\/11 since it's at war with al-Qaeda sounds great, just don't look towards\u2026",Brazil
4820,-0.3,"Troubled by military's resistance to intervene into #Syria, #Turkey president plans a coup in the armed services, whistlebl\u2026",Turkey
4821,0.1,#Syria Kurdish #Asayish-forces destroyed vehicle from #Assad-forces near City Department in #Qamishli,Indonesia
4822,0.7,"The US refuse entry to the heroic @RaedAlSaleh3 of @SyriaCivilDef who planned to be there for 16 hours \""https:\/\/t.co\/1xk\u2026",Canada
4823,0.428571428571,#News \n#Iran announces the deaths of three more soldiers in #Syria.\n2 Artesh 65th Airborne Special Forces \n1 IRGC from G\u2026,Canada
4824,0.8,"#\u0627\u0644\u0631\u0642\u0629_\u062a\u0630\u0628\u062d_\u0628\u0635\u0645\u062a\n#Raqqa #Syria #ISIS\n\nMeet the brave teenagers who resisted the so-called \""Islamic State\"" and...",Canada
4825,0.8,The great rebels shelling the besieged civilians in Foua and Kefraya.\nIf its not Assad no need to report it.,Romania
4826,0.4,Obama should push #Saudi to secure release of #Syria activist Razan Zaitouneh,Canada
4827,0.0595238095238,"The right situation in syria , less than 30 seconds",India
4828,0.0,Because experience shows us all US-supplied hardware ends up w\/ ISIS &amp; Nusra somehow. Einsteins in the US govt...,Canada
4829,0.0,Christoforos Schuff paderi Lesbos. Acap hulur sejadah kpd pelarian Islam Syria yg mendarat agar dapat tunai solat. http\u2026,Indonesia
4830,0.5,"Latest Turkish Offensive in #Syria Has Created 30,000 MORE Refugees",Canada
4831,-0.2,"Saudis believe commander of the Army of Islam in Syria, Zahran Aloush, was killed with help\u2026",USA
4832,0.0,please text 5192592474 with your nam\u2026,Canada
4833,0.0,All the part of @Raqqa_SL series on BBC service world\n#SYRIA #RAQQA #ISIS #IS #resistance \nhttps:\/\/t.co\/Ob89tlO6ip .,Canada
4834,-0.1,#SYRIA\n#FSA 1st Coastal Division Commander Uday Al-Tubq Assassinated By Unknown Gunmen -Report,Canada
4835,0.0,.@IHWCo ,Canada
4836,0.0,"Wherever you look - #Iran, #Syria, #Iraq, #Egypt, #GCC, or #Israel\/#Palestine - net effect of @POTUS' two terms has been\u2026",Oman
4837,0.3,#Syria: More ATGM use by IS near #Palmyra -,Canada
4838,-0.5,"Barrel bombs are killing civilians in #Daraya, Syria. Get angry and demand aid is sent NOW:",USA
4839,0.0,Syria siege evacuations under way #identbook #iqdrone,Switzerland
4840,0.0,".@POTUS' #Iran policy wasn't only ruinous for #Syria &amp; #Iraq (and, obviously, Iran). Collateral damage is regionwide, fr\u2026",Oman
4841,-0.1,Russia military campaign averted Syria break-up: Putin...,Canada
4842,-0.15,Unbelievable but the harsh reality is that entire Europe &amp; India are the suppliers of men\/explosives to ISIS.. \nhttps:\/\u2026,Oman
4843,0.0,"\u062e\u0628\u0631\u0627\u0621 : \u0633\u0627\u0645\u0633\u0648\u0646\u063a \"" \u063a\u0627\u0644\u0627\u0643\u0633\u064a \u0625\u0633 6 \"" \u0633\u064a\u062d\u062f\u062b \u0646\u0642\u0644\u0629 \u0641\u064a \u0633\u0648\u0642 \u0627\u0644\u0645\u062d\u0645\u0648\u0644",Romania
4844,0.3,More ATGM use by IS near #Palmyra -,Riyadh Saudi Arabia
4845,0.0,Oxford scholar compares fear of speaking openly in #NB to oppression encountered in Syria. [AUDIO],Dominican Republic
4846,0.0,Inside Assad's Syria Documentary,Canada
4847,0.0,Will that 2nd term start with Syria&gt;Iran&gt;Russia or nations farther east that point toward India or China? Or their $ interests in Africa?,Canada
4848,0.4,Obama should push #Saudi to secure release of #Syria activist Razan Zaitouneh,Canada
4849,0.5,"Latest Turkish Offensive in #Syria Has Created 30,000 MORE Refugees",Sweden
4850,0.0,Via @syria24english \n\n#Syrianarmy liberates Brigade 550 in northern #Palmyra   \n\n#Syria #Syria24\n\nhttps:\/\/t.co\/WSBLpqww\u2026,Canada
4851,0.166666666667,Opposition Not Serious in Settling Syria Crisis: Syrian Deputy FM,Iraq
4852,0.0,Because experience shows us all US-supplied hardware ends up w\/ ISIS &amp; Nusra somehow. Einsteins in the US govt...,USA
4853,-0.1,#SYRIA\n#FSA 1st Coastal Division Commander Uday Al-Tubq Assassinated By Unknown Gunmen -Reportpic.twitter.com\/cCGB6kxroB,Canada
4854,0.0,@jernalist @ravbasil   Terry should go to Syria to do realtime research. And take his scholar with him. #justsaying #nbpoli,Dominican Republic
4855,0.0,Russia Moves Artillery Units to Northern Syria,Canada
4856,0.0,Soros Funded Avaaz Campaigns for No-Fly Zone to protect al-Qaeda &amp; ISIS terrorists in #Syria,Canada
4857,0.0,#microeconomiaunac,Canada
4858,-0.1,#SYRIA\n#FSA 1st Coastal Division Commander Uday Al-Tubq Assassinated By Unknown Gunmen -Report,Canada
4859,-0.1,#SYRIA\n#FSA 1st Coastal Division Commander Uday Al-Tubq Assassinated By Unknown Gunmen -Report,Canada
4860,0.8,"#\u0627\u0644\u0631\u0642\u0629_\u062a\u0630\u0628\u062d_\u0628\u0635\u0645\u062a\n#Raqqa #Syria #ISIS\n\nMeet the brave teenagers who resisted the so-called \""Islamic State\"" and...",Canada
4861,0.318181818182,"ISIS sends Omar, its top commander in Syria, to the US in my new Sasha Del Mira #Thriller. Sasha must stop him",Canada
4862,0.0,"It was Greece, but the derp doesn't end with that.",USA
4863,-0.1,#SYRIA\n#FSA 1st Coastal Division Commander Uday Al-Tubq Assassinated By Unknown Gunmen -Report,Canada
4864,0.0,The rest of the world has zero respect for us!,USA
4865,0.375,"If you want more dear to hunt, first you shoot the wolves. If want more terrorists to hunt, first you take out the government\u2026",Canada
4866,0.3,More ATGM use by IS near #Palmyra -,Mexico
4867,0.0,NATO says will hold Russia council meeting on April 20,Canada
4868,0.15,Heavy clashes ongoing between #YPG &amp; Assad Regime in #Qamishlo city in NorthEast of #Syria. Many #NDF &amp; #SAA fi\u2026,Azerbaijan
4869,0.0,#Syria Clashes btw #Assad-forces &amp; #IslamicState south of #Palmyra today after last attacked outpost,Indonesia
4870,0.0,"The Syrian orphans who have witnessed bombs, starvation and execution",Canada
4871,0.0,#US #Russia #Assad Terror = #AssadMustGo ,Indonesia
4872,0.0,Denmark sends 7 jets and 170 troops to fight ISIS in Syria &amp; Iraq,Canada
4873,0.0,The Far-Reaching Effects of Global #Terrorism ,Canada
4874,0.0,The Far-Reaching Effects of Global #Terrorism ,Canada
4875,0.136363636364,"Flyers videoconferencing in Syria have been tested new armor-piercing \""floating\"" bomb",Canada
4876,0.0,#Assad-Warplane on low level flight above #Qamischli- threatens #Kurds to share fate of bombed out towns in #Syria,Switzerland
4877,0.0,"Paderi Christoforos Schuff, 36, bertungkus lumus membantu ribuan pelarian Syria di Lesbos, Greece. Tak kira agama. http\u2026",Indonesia
4878,0.142857142857,"#Iran's army - regular &amp; IRGC - is *right now* killing in #Syria, &amp; Zarif gets away w\/ \""We have not launched a war in mo\u2026",Oman
4879,0.0,"The Syrian orphans who have witnessed bombs, starvation and execution",USA
4880,0.0,@mammothee Go to Saudi now or Syria. They waiting for you there. You belong there.,Republic of the Congo
4881,-0.2,"Saudis believe commander of the Army of Islam in Syria, Zahran Aloush, was killed with help\u2026",USA
4882,0.0,Libya and the 5 Stages of U.S. Intervention,Canada
4883,0.25,Syria news and updates direct to your in box subscribe free @,Canada
4884,0.1,Like a training range. Wow. ,Canada
4885,0.8,"The claim Saudi Arabia couldn't have helped with 9\/11 since it's at war with al-Qaeda sounds great, just don't look towards\u2026",USA
4886,0.0,"Russia ignores Obama's plea for Syria ceasefire, shifts forces to Aleppo | Fox News |",Canada
4887,0.8,"#\u0627\u0644\u0631\u0642\u0629_\u062a\u0630\u0628\u062d_\u0628\u0635\u0645\u062a\n#Raqqa #Syria #ISIS\n\nMeet the brave teenagers who resisted the so-called \""Islamic State\"" and...",Morocco
4888,0.0,.@POTUS #Syria #Yemen \ud83c\uddfa\ud83c\uddf8,United States
4889,-0.1,"Holy fucking shit, this Frontline documentary on the children of Syria.",Canada
4890,0.0,"Facism will be the 1st to go in Syria (regime). Extremism 2nd (Iran, ISIS, and JAN), followed by Islamic laws. Only FSA\u2026",United States
4891,0.025,#Iran #News Retired General of IRGC and former governor of Yazd Province injured in #Syria,Iraq
4892,0.0,".@POTUS' #Iran policy wasn't only ruinous for #Syria &amp; #Iraq (and, obviously, Iran). Collateral damage is regionwide, fr\u2026",Oman
4893,0.0,#Russia #US #Assad Terror = #AssadMustGo,Indonesia
4894,0.0,"\""The State Department declined to give specifics\"" #Syrian #Rescue #Humanrights #StateDepartment #US",Canada
4895,-0.2,"#Idlib was targeted by regime heavy artillery, #SCD are seeking for the victims\n#Syria apr20",Canada
4896,0.025,#Iran #News Retired General of IRGC and former governor of Yazd Province injured in #Syria,USA
4897,0.325,Putin: Russia Managed to Take Important Steps toward Ensuring Peaceful Settlement in Syria,Iraq
4898,0.0,Campaign for British man arrested for fighting #ISIS,Canada
4899,0.0,"[Mundo] Russia ignores Obama's plea for Syria ceasefire, shifts forces to Aleppo",Canada
4900,0.0,"[Mundo] Russia ignores Obama's plea for Syria ceasefire, shifts forces to Aleppo",Brazil
4901,0.142857142857,"#Iran's army - regular &amp; IRGC - is *right now* killing in #Syria, &amp; Zarif gets away w\/ \""We have not launched a war in mo\u2026",Canada
4902,0.0,"Krak des Chevaliers, Syria - Castles, Palaces and Fortresses",USA
4903,-0.133333333333,"Holy fucking shit, this Frontline documentary on the children of Syria.\n\nHoly fucking shit.",Canada
4904,-0.1,#SYRIA\n#FSA 1st Coastal Division Commander Uday Al-Tubq Assassinated By Unknown Gunmen -Report,Canada
4905,0.0,Hitchens warned that an Iraq abused and neglected would resemble.....2016 Syria.,Canada
4906,0.0,Check out our Face book Syria content @,Indonesia
4907,-0.2,Over 100 Civilians Killed in #Assad's Regime Airstrikes in #Idlib,USA
4908,0.0,EU actually stuck between saving Muslims from the violence in Syria &amp; protecting their citizens from being raped &amp; mur\u2026,Canada
4909,0.0,Turkey-Syria border town faces increasing ISIL rocket attacks,Canada
4910,0.0,"Saudis deliver snub to Obama amid tensions over Iran, Syria - Washington Times",Canada
4911,0.0,@aria_ahrary @GS__User @irrekset @jillwklausen @WendyTPerez @wsejour Yemen Syria Libya,Canada
4912,0.0,"As Russia shifts location of its Syria weaponry amid ceasefire, is Aleppo shaping up to become the next Debaltsevo?",Canada
4913,0.0,"Russian artillery is moving back to Syria, in a sign Moscow &amp; Assad are preparing for return to full-scale fighting ht\u2026",Morocco
4914,0.0,#ISIS fighters evacuated from Dumayr after making a deal with rebels &amp; regime #Syria - @arabthomness \n\nhttps:\/\/t.co\/I\u2026,Serbia
4915,0.261904761905,"if Bernie keeps pushing Clinton to the left, maybe her position on Syria will no longer be to the right of many Republica\u2026",Canada
4916,0.0,Europe facilitates the passage of terrorists with #EU citizenship to #Syria and #Iraq,Canada
4917,-0.2,"SYRIA\n\n300,000 DEAD\n\nARABS KILLED BY FELLOW ARABS\n\nWHO COMPLAINS ? NOT #UN, NOT #BDS\n\nBEC THEY CANT BLAME #ISRAEL\n.",Canada
4918,0.3,More ATGM use by IS near #Palmyra -,Canada
4919,0.0,Family of journalist slain by ISIS sues Syria,Canada
4920,0.0,Turkey-Syria border town faces increasing ISIL rocket attacks,Canada
4921,0.0,Turkey-Syria border town faces increasing ISIL rocket attacks,USA
4922,0.0,Thank you for the follow. ,USA
4923,0.0,"mullahs just know power language, solely issuing statements is inadequate #FreeIran #Syria #Iran ",Canada
4924,0.25,The U.S. is on a quest to build a shoulder fired anti-aircraft missile safe enough to send to rebels in Syria.,Canada
4925,0.0,Leader #Syria's #WhiteHelmets @SyriaCivilDef Refused Entry to #US to Accept Award,Canada
4926,0.0,Turkey-Syria border town faces increasing ISIL rocket attacks,Mexico
4927,0.0,Captured ISIS flag on display...,Canada
4928,0.0,htt\u2026,Canada
4929,0.0,http\u2026,Canada
4930,0.0,If Assad (reality Russia) makes peace with Erdogan; it will allow him to attack northern Syria.,Canada
4931,0.0,Syria conflict: Siege evacuations under way - BBC News,China
4932,0.125,"\u201cThis is my first time ever in school!\u201d Seedra (left), displaced in #Syria. #childrenofsyria v\/@unicefeducation",Russia
4933,0.0,Exposing the lies of #Hersh outside the @guardian event at the Guild Hall School of Music and Drama #syria,Canada
4934,0.0,Pray for the children of Syria  tweet bring awareness this is the 21 St century \ud83d\ude21\ud83d\ude21\ud83d\ude21\ud83d\ude21,USA
4935,0.0,Syrians protested Seymour Hersh's appearance at a Guardian event in London this evening:,Canada
4936,0.0,How Google plans to help war journalists in Syria ,Canada
4937,0.25,"More evidence that the so-called \""Syrian civil war\"" is actually a US-NATO-GCC proxy war against the #Syria|n people.",Canada
4938,0.0,Syrians protested Seymour Hersh's appearance at a Guardian event in London this evening:,Canada
4939,0.0,The Assyrian population in Syria is dwindling. Qamishli and Sadad are the last densely populated Assyrian cities in Syria,Canada
4940,-0.1,#SYRIA\n#FSA 1st Coastal Division Commander Uday Al-Tubq Assassinated By Unknown Gunmen -Report,Canada
4941,0.0,Russia Moves Artillery Units to Northern Syria,Canada
4942,0.0,The kicker is that this humanitarian work is funded by @USAID yet he was barred from entering the U.S. What gives?,Morocco
4943,0.0,\uff08\u7d9a\u304d\uff09\u300c\u30b7\u30ea\u30a2\u6c11\u9593\u9632\u885b\u968a\u300d\uff08\u901a\u79f0\u30db\u30ef\u30a4\u30c8\u30d8\u30eb\u30e1\u30c3\u30c4\uff09\u4ee3\u8868\u8005\u304c\u4eba\u9053\u306b\u8ca2\u732e\u3057\u305f\u3068\u3057\u3066\u30ef\u30b7\u30f3\u30c8\u30f3\u3067\u958b\u50ac\u3055\u308c\u308b\u5f0f\u5178\u3067\u8912\u8cde\u6388\u4e0e\u306e\u305f\u3081\u8a2a\u7c73\u3057\u305f\u304c\u3001\u30ef\u30b7\u30f3\u30c8\u30f3\u306e\u7a7a\u6e2f\u3067\u5165\u56fd\u3092\u62d2\u5426\u3055\u308c\u3001\u706b\u66dc\u65e5\u306e\u5f0f\u5178\u306b\u53c2\u52a0\u3067\u304d\u306a\u304b\u3063\u305f\u3068NYtimes\u5831\u9053\u3002,Japan
4944,0.136363636364,Al Qamishli becomes new battleground between Kurds and Asad Regime in Syria -,Pakistan
4945,0.136363636364,"Leader of Syria Rescue Group, Arriving in US for Award, Is Refused Entry - New York Times",China
4946,0.16,Highly recommended,Sweden
4947,-0.2,Pray and tweet for the children of Syria  can you imagine living like this everyday  \ud83d\ude21 why ,USA
4948,0.0,"#IslamicState has captured all sections of government-controlled industrial district in #DeirEzzor,getting closer 2mil\u2026",Canada
4949,0.0,"Watch \""What does #Islam have to do with #ISIS?\"" ",USA
4950,-1.0,The intention or desire to do evil #Assad #Syria,United States
4951,0.0,Putin Foils The Jews In Syria:,Canada
4952,0.0,"Watch \""What does #Islam have to do with #ISIS?\"" ",Canada
4953,-0.2,"https:\/\/t.co\/RyfknPYS15 CLEXA IS OURS Children, women killed",Canada
4954,0.0,The United Nations-brokered Peace talks threatened as violence surges,USA
4955,0.0,"Fierce ongoing gunfire btwn #YPG, Asayish forces &amp; Syrian regime #NDF around security area &amp; Tiye neighborhood in #Qamishl\u2026",Canada
4956,-0.2,"@Raz581 We create ISIS out of Al Qaeda to destroy Bashar al Assad, a friend of Iran and enemy to Israel. To put our puppet\u2026",Canada
4957,0.0,\uff08\u7d9a\u304d\uff09\u30b7\u30ea\u30a2\u5185\u6226\u3067\u3001\u300c\u30a2\u30b5\u30c9\u653f\u6a29\u3078\u306e\u8ecd\u4e8b\u652f\u63f4\u3092\u6b62\u3081\u3088\u3068\u306e\u30aa\u30d0\u30de\u653f\u6a29\u306e\u5ea6\u91cd\u306a\u308b\u8981\u8acb\u3092\u7121\u8996\u3057\u7d9a\u3051\u3066\u3044\u308b\u30ed\u30b7\u30a2\u300d\u304c\u505c\u6226\u5408\u610f\u3092\u7121\u8996\u3057\u53cd\u653f\u5e9c\u6d3e\u306e\u62e0\u70b9\u30a2\u30ec\u30c3\u30dd\u5927\u653b\u52e2\u306e\u6e96\u5099\u3002\u7c73FOX\u30cb\u30e5\u30fc\u30b9\u5831\u9053\u3002,Japan
4958,0.0,"#Russia moves artillery units to northern #Syria, U.S. officials say",Canada
4959,0.0,#Jaafari urges UN to deter #Israel from violations in #Golan,Canada
4960,0.0,\uff08\u7d9a\u304d\uff09\u300c\u30b7\u30ea\u30a2\u6c11\u9593\u9632\u885b\u968a\u300d\uff08\u901a\u79f0\u30db\u30ef\u30a4\u30c8\u30d8\u30eb\u30e1\u30c3\u30c4\uff09\u4ee3\u8868\u8005\u304c\u4eba\u9053\u306b\u8ca2\u732e\u3057\u305f\u3068\u3057\u3066\u30ef\u30b7\u30f3\u30c8\u30f3\u3067\u958b\u50ac\u3055\u308c\u308b\u5f0f\u5178\u3067\u8912\u8cde\u6388\u4e0e\u306e\u305f\u3081\u8a2a\u7c73\u3057\u305f\u304c\u3001\u30ef\u30b7\u30f3\u30c8\u30f3\u306e\u7a7a\u6e2f\u3067\u5165\u56fd\u3092\u62d2\u5426\u3055\u308c\u3001\u706b\u66dc\u65e5\u306e\u5f0f\u5178\u306b\u53c2\u52a0\u3067\u304d\u306a\u304b\u3063\u305f\u3068NYtimes\u5831\u9053\u3002,Japan
4961,0.25,The U.S. is on a quest to build a shoulder fired anti-aircraft missile safe enough to send to rebels in Syria.,USA
4962,0.0,@hisham_melhem @jeniferfenton @BarackObama @CairoReview ... #Hillary's BACK!!! #HumanRights #Syria #Libya #Neocons,Canada
4963,0.0,donald trump is going to call in a lightning strike on syria,Canada
4964,0.025,Retired General of IRGC and former governor of Yazd Province injured  in Syria,Iraq
4965,-0.2,"470,000 dead 1,500,000 injured 11,000,000 displaced this is Syria 2016 visit",Indonesia
4966,0.0,"Man who helped save 40,000+ lives in Syria denied entry to US to accept @InterActionOrg humanitarian award",Canada
4967,0.5,"Latest Turkish Offensive in #Syria Has Created 30,000 MORE Refugees",Canada
4968,0.0,Because experience shows us all US-supplied hardware ends up w\/ ISIS &amp; Nusra somehow. Einsteins in the US govt...,Iraq
4969,0.0,https\u2026,Canada
4970,0.0,"Russia ignores Obama's plea for Syria ceasefire, shifts forces to Aleppo | Fox News | ",United States
4971,0.0,RT @jopenn .@wikileaks Victims of #Assad Terrorist. You say #Truce ? #Syria #SyriaBleedingWorldWatching,Canada
4972,0.0625,"1 reason Syria is ignored and Iraq was not, is that Iraq controls a major choke-point for the world economy.  Syria....does not.",Canada
