,country,senti_score,tweet_content
4319,Canada,0.357142857143,Kurdish Police Special Forces inside Qami\u015flo today.  
4320,Canada,-0.155555555556,Kurdish Asayish forces tear down picture of Assad after fighting in al-Qamishli #Syria - @DrPartizan_\n\nhttps:\/\/t.co\/e\u2026
4321,Canada,0.0,RT! Pray for them! 
4322,Baghdad,0.025,#Iran #News Retired General of IRGC and former governor of Yazd Province injured in #Syria
4323,Hawaii,0.0,"#IslamicState has captured all sections of government-controlled industrial district in #DeirEzzor,getting closer 2mil\u2026"
4324,Madrid,0.0,Racist white ppl think that Western airstrikes are stopping advancements of Daeshis in Syria. NO. The blood of Syrian soldie\u2026
4325,Canada,-0.166666666667,Video: How to Paralyse and Eliminate #ISIS in Less Than 24 Hours - HH #YounusAlGohar
4326,Lumpur,0.0,NDF dogs call through loudspeakers everyone to carry a gun &amp; join the fight against YPG pigs in Qamishli.. #Syria
4327,Jerusalem,-0.1625,"If that even had a *remote* chance, it would be at the back of a long line behind cases brought against UK and US!"
4328,Canada,0.0,100 Years of Beauty in Syria Shown Decade by Decade in a One-Minute Time-Lapse
4329,Canada,0.7,"The US refuse entry to the heroic @RaedAlSaleh3 of @SyriaCivilDef who planned to be there for 16 hours \""https:\/\/t.co\/1xk\u2026"
4330,Canada,-0.4,"\""Any man can make mistakes, but only an idiot persists in his error\"" Marcus Tullius Cicero. #US #Syria #WhiteHelmets"
4331,Canada,0.2,My sis is walking all the way to Geneva! Messages or poems for peace in Syria much needed. RT  #messageforpeace 
4332,Canada,0.0,RT! Pray for them! 
4333,Canada,0.025,Retired General of IRGC and former governor of Yazd Province injured  in Syria
4334,AmericaChicago,-0.3,"Troubled by military's resistance to intervene into #Syria, #Turkey president plans a coup in the armed services, whistlebl\u2026"
4335,Canada,0.375,"If you want more dear to hunt, first you shoot the wolves. If want more terrorists to hunt, first you take out the government\u2026"
4336,Canada,0.0,http\u2026
4337,Canada,0.5,#Syria political tracks should go in history as a masterful deception game\n 
4338,Greenland,0.25,"#Syria head of White Helmets @SyriaCivilDef rejected entry at US airport, but Rifaat Assad sons come in &amp; out. Okay"
4339,Casablanca,0.8,happy 420 everyone xx blaze it xx stay in drugs don't do school xx class As not grade As xx bomb mandy not syria xx
4340,London,0.0,Granting #Iran Access to Dollars Endangers Global Banking System
4341,Caracas,0.0,"PUTIN IGNORES OBAMA Russia overlooks admin\""s plea for Syria ceasefire"
4342,Caracas,0.0,"PUTIN IGNORES OBAMA Russia overlooks admin\""s plea for Syria ceasefire"
4343,Canada,0.428571428571,#News \n#Iran announces the deaths of three more soldiers in #Syria.\n2 Artesh 65th Airborne Special Forces \n1 IRGC from G\u2026
4344,Canada,-0.1,he's so big on eco shit make them swim to Syria
4345,Canada,0.0,How Google plans to help war journalists in Syria 
4346,London,0.0,The United Nations-brokered Peace talks threatened as violence surges
4347,London,0.136363636364,#Belgium Arrests 3 Paris Attacks Suspects in New Raid
4348,Irkutsk,0.0,\uff08\u7d9a\u304d\uff09\u30b7\u30ea\u30a2\u5185\u6226\u3067\u3001\u300c\u30a2\u30b5\u30c9\u653f\u6a29\u3078\u306e\u8ecd\u4e8b\u652f\u63f4\u3092\u6b62\u3081\u3088\u3068\u306e\u30aa\u30d0\u30de\u653f\u6a29\u306e\u5ea6\u91cd\u306a\u308b\u8981\u8acb\u3092\u7121\u8996\u3057\u7d9a\u3051\u3066\u3044\u308b\u30ed\u30b7\u30a2\u300d\u304c\u505c\u6226\u5408\u610f\u3092\u7121\u8996\u3057\u53cd\u653f\u5e9c\u6d3e\u306e\u62e0\u70b9\u30a2\u30ec\u30c3\u30dd\u5927\u653b\u52e2\u306e\u6e96\u5099\u3002\u7c73FOX\u30cb\u30e5\u30fc\u30b9\u5831\u9053\u3002
4349,Canada,0.136363636364,"The new Trumpet Hour episode covers:\n\nEurope in Libya,\nTragedy in Syria,\nOpen-Minded College Students\nand more:\n\nhttps:\u2026"
4350,Canada,0.0,"Amid Syria talks, Netanyahu declares \u2018Israel will never leave the Golan Heights\u2019"
4351,London,0.0,NATO says will hold Russia council meeting on April 20
4352,Canada,0.0,Campaign for British man arrested for fighting #ISIS
4353,Canada,0.0,#USA #US PUTIN IGNORES OBAMA Russia overlooks admin's plea for Syria ceasefire: 
4354,Canada,0.025,Retired General of IRGC and former governor of Yazd Province injured  in Syria
4355,Canada,0.5,"More Than 40,000 Civilians Flee #Aleppo Under Regime\u2019s Airstrikes Northern #Syria"
4356,Bucharest,0.0,\u0628\u064a\u062a \u0627\u0644\u0627\u062d\u0644\u0627\u0645 \u0645\u0646 \u0639\u0644\u0628 \u0627\u0644\u0628\u0644\u0627\u0633\u062a\u064a\u0643 !!!
4357,Jerusalem,0.5,Syrian peace talks in quagmire as rebels prepare for more war |https:\/\/t.co\/OPn1Qqt2WR| #Syria
4358,Tokyo,0.0,\uff08\u7d9a\u304d\uff09\u300c\u30b7\u30ea\u30a2\u6c11\u9593\u9632\u885b\u968a\u300d\uff08\u901a\u79f0\u30db\u30ef\u30a4\u30c8\u30d8\u30eb\u30e1\u30c3\u30c4\uff09\u4ee3\u8868\u8005\u304c\u4eba\u9053\u306b\u8ca2\u732e\u3057\u305f\u3068\u3057\u3066\u30ef\u30b7\u30f3\u30c8\u30f3\u3067\u958b\u50ac\u3055\u308c\u308b\u5f0f\u5178\u3067\u8912\u8cde\u6388\u4e0e\u306e\u305f\u3081\u8a2a\u7c73\u3057\u305f\u304c\u3001\u30ef\u30b7\u30f3\u30c8\u30f3\u306e\u7a7a\u6e2f\u3067\u5165\u56fd\u3092\u62d2\u5426\u3055\u308c\u3001\u706b\u66dc\u65e5\u306e\u5f0f\u5178\u306b\u53c2\u52a0\u3067\u304d\u306a\u304b\u3063\u305f\u3068NYtimes\u5831\u9053\u3002
4359,Canada,0.0,"100K bombed by Assad, attacked by ISIS, walled in by Turkey."
4360,Canada,0.0,US Officials Say Russia Preparing For Aleppo Offensive As Syria \u2018Ceasefire\u2019 Collapses
4361,Bangkok,0.0,PUTIN IGNORES OBAMA Russia overlooks admin's plea for Syria ceasefire: 
4362,Canada,-0.291666666667,Three hard lessons for #Syria from #Lebanon\u2019s #CivilWar
4363,Canada,-0.5,These white Americans pushing sectarian wars in Syria and Iraq are pathetic. How would you like it if we pushed race wars i\u2026
4364,Canada,-0.5,#McCain and Graham\u2019s Predictably Terrible Ideas for Syria | The American Conservative
4365,Canada,0.0,"Elections in Syria 2016 defy US, NATO criminals, liars and hypocrites' attempt to deny the will of the Syrian people"
4366,Jerusalem,0.0,28.
4367,Canada,0.261904761905,"if Bernie keeps pushing Clinton to the left, maybe her position on Syria will no longer be to the right of many Republicans @sadydoyle"
4368,Canada,0.0,"Amid Syria talks, Netanyahu declares \u2018Israel will never leave the Golan Heights\u2019"
4369,Canada,0.025,Retired General of IRGC and former governor of Yazd Province injured  in Syria
4370,Dhabi,0.0,"Local Coordination Committees in #Syria:\nBy the end of Tuesday, April 20, 2016, LCC has documented the fall of 34..."
4371,Quito,0.0,In my opinion Saudis with Turkey who are planning to invade if possible Syria are getting stronger and stronger for\u2026https:\/\/t.co\/PmMpNeLF1T
4372,Canada,-0.025,At long last @Vancoufur posted footage from the Syrian refugee encounter!
4373,Quito,0.0,In my opinion Saudis with Turkey who are planning to invade if possible Syria are getting stronger and stronger for\u2026https:\/\/t.co\/e736MNn3d5
4374,Alaska,0.0,#SerenaShim #journalist murdered in #Turkey for her evidence #ISIS #Erdogan #US #Syria\n#censored #media\n\n
4375,Quito,0.0,"Beltway Insider: Obama, Allies Meet; Syria\/Refugees\/Counterterror; Election; Rings of Fire; Invictus; Kobe Bryant"
4376,Quito,0.0,"Beltway Insider: Obama, Allies Meet; Syria\/Refugees\/Counterterror; Election; Rings of Fire; Invictus; Kobe Bryant"
4377,Quito,0.0,"Beltway Insider: Obama, Allies Meet; Syria\/Refugees\/Counterterror; Election; Rings of Fire; Invictus; Kobe Bryant"
4378,Sydney,0.0,"\""I doubt Syria will return to what it was. It has persecuted minorities \u2013 Christia...\"" "
4379,Quito,0.0,"Beltway Insider: Obama, Allies Meet; Syria\/Refugees\/Counterterror; Election; Rings of Fire; Invictus; Kobe Bryant"
4380,Canada,0.0,"@ElFutboIEs @deterioros YA NO M\u00c1S EXPERIMENTOS NUCLEARES DEL \""GORDIS\"" DE KOREA DEL NORTE I DE IR\u00c1N; FRENAR LA GUERRA EN SYRIA ..\ud83c\udf35\ud83c\udf35\ud83d\udd34"
4381,Quito,0.0,"Beltway Insider: Obama, Allies Meet; Syria\/Refugees\/Counterterror; Election; Rings of Fire; Invictus; Kobe Bryant"
4382,Quito,0.0,"Beltway Insider: Obama, Allies Meet; Syria\/Refugees\/Counterterror; Election; Rings of Fire; Invictus; Kobe Bryant"
4383,Quito,0.0,"Beltway Insider: Obama, Allies Meet; Syria\/Refugees\/Counterterror; Election; Rings of Fire; Invictus; Kobe Bryant"
4384,London,0.0,The United Nations-brokered Peace talks threatened as violence surges
4385,Quito,0.0,"Beltway Insider: Obama, Allies Meet; Syria\/Refugees\/Counterterror; Election; Rings of Fire; Invictus; Kobe Bryant"
4386,Canada,0.5,Embarrassingly accurate lmao #halab #syria
4387,Quito,0.0,"Beltway Insider: Obama, Allies Meet; Syria\/Refugees\/Counterterror; Election; Rings of Fire; Invictus; Kobe Bryant"
4388,Alaska,0.0,SYRIAN GIRL: 8 Reasons Why The NWO Hates Syria! GLOBAL DOMINATION!
4389,Quito,0.0,"Beltway Insider: Obama, Allies Meet; Syria\/Refugees\/Counterterror; Election; Rings of Fire; Invictus; Kobe Bryant"
4390,London,0.15,"A brief, powerful sense of Syria under Assad and ISIS (h\/t @counterjihader).  Respect."
4391,Canada,0.0,Syria: The United Nations-brokered Peace talks threatened as violence surges
4392,Canada,0.0,28.
4393,Seoul,0.0,@udaqueness
4394,Canada,0.1,Netanyahu makes it clear to Obama &amp; Kerry Israel will NOT\u274csurrender Golan Heights to Syria
4395,Melbourne,0.25,RT: &lt;= Conspiracy theorists required please ;) V
4396,Canada,-0.5,#McCain and Graham\u2019s Predictably Terrible Ideas for Syria | The American Conservative
4397,Brisbane,0.0,"Elections in Syria 2016 defy US, NATO criminals, liars and hypocrites' attempt to deny the will of the Syrian people https\u2026"
4398,Canada,0.025,Retired General of IRGC and former governor of Yazd Province injured  in Syria
4399,Canada,0.261904761905,"if Bernie keeps pushing Clinton to the left, maybe her position on Syria will no longer be to the right of many Republica\u2026"
4400,London,0.0,#Iran financial sector represent a threat to the integrity of the global financial system
4401,Tokyo,0.0,"Leader of Syria Rescue Group, Arriving in U.S. for Award, Is Refused Entry"
4402,Amsterdam,0.0,Check out our Face book Syria content @
4403,London,0.0,@yvonneridley @MoAnsar remember all the ambulances that left the UK to Syria not all the people went to aid a lot went to fight but with who
4404,Canada,-0.8,#SaveSyriasChildren The Angels of #Syria need protection from #AssadWarCrimes Slaughter #SaveTheRest You Idiots @UN https\u2026
4405,London,0.0,Granting #Iran Access to Dollars Endangers Global Banking System
4406,Baghdad,0.25,The U.S. is on a quest to build a shoulder fired anti-aircraft missile safe enough to send to rebels in Syria.
4407,Canada,0.0,Isis victory.
4408,Bern,0.25,For the first time #USAF conducted airstrikes with B-52 in #Syria &amp; #Iraq
4409,Canada,0.0,I'm running from every corner of this earth &amp; sky. \nWanting to kiss u.\n#Hafiz\n\n\u0639\u0634\u0642\n\nKlimt\/Kiss #Syria\n~Tammam Azzam\ud83c\udfa8
4410,Canada,0.0,"Watch western analysts hype up this call to arms by the Ulema in Shaam, yet wont utter a word when Shia dogs enter Syr\u2026"
4411,Canada,0.1,"Wow, can't believe I am just hearing about this.  "
4412,London,0.0,Campaign for British man arrested for fighting #ISIS
4413,Canada,0.0,"#Russia helped Syrian Army liberate 400 towns, kill thousands of ..."
4414,Canada,0.025,Retired General of IRGC and former governor of Yazd Province injured  in Syria
4415,Canada,0.8,"The claim Saudi Arabia couldn't have helped with 9\/11 since it's at war with al-Qaeda sounds great, just don't look towards\u2026"
4416,Canada,0.0,He probably spoke in Arabic
4417,Canada,0.0,"How embarrassing Putin knows Obama is a joke. Russia ignores Obama's plea for Syria ceasefire, forces to Aleppo. "
4418,Canada,0.0,"#Obama #Vistits #Saudi #Arabia #King #Salman \""#Syria #War\"" #Discussions"
4419,Canada,0.0,Assyrian forces attack Kurdish police after they arrested some of their fighters. NDF death toll at 5 
4420,Canada,0.0,"Voting 3rd party, not voting - whatever. Actually voting for Clinton? Sighing off on a president who might put boots on the ground in Syria?"
4421,London,-0.5,The app on this ISIS smuggler's phone is Viber. It was created by two friends from the IDF in Israel. Weird world:
4422,AmericaNewYork,0.261904761905,"if Bernie keeps pushing Clinton to the left, maybe her position on Syria will no longer be to the right of many Republica\u2026"
4423,Canada,0.25,The U.S. is on a quest to build a shoulder fired anti-aircraft missile safe enough to send to rebels in Syria.
4424,Canada,0.0,#Brussels #ISIL terror driving escalation in #Iraq and #Syria
4425,Canada,0.0,.@FriendlyAus on #Periscope: Looking into Syria.
4426,Canada,0.0,Tracking the front lines......Interactive look at the Conflict in #Syria 
4427,Jakarta,-0.291666666667,It will be hard to find peace in Syria with Bashar al-Assad still in charge
4428,Canada,0.0,"Leader of Syria Rescue Group, Arriving in U.S. for Award, Is Refused Entry"
4429,Canada,0.2125,Bombing in syria killed 63 innocent Muslims.\ud83d\ude22\nO Allah \ufdfb Protect The Muslims of Syria. bless them! ameen\ud83d\ude22
4430,Canada,0.0,Via syria24english #Syrianarmy liberates Brigade 550 in northern #Palmyra   #Syria #Syria24http:\u2026 htt\u2026
4431,Canada,-0.5,#McCain and Graham\u2019s Predictably Terrible Ideas for Syria | The American Conservative
4432,Canada,0.0,"Russia ignores Obama's plea for Syria ceasefire, shifts forces to Aleppo | Fox News"
4433,Canada,0.0,"#Russia helped Syrian Army liberate 400 towns, kill thousands of ..."
4434,Baghdad,0.025,Retired General of IRGC and former governor of Yazd Province injured  in Syria
4435,Canada,0.0,U.N. transfers 440 #ISIS affiliates from east Damascus to #Raqqa
4436,Canada,0.0,#Syria #SyrianArabArmy #SyrianArmy #SyrianArmedForces #SAA #Tiger_Forces #Tigers_Men #Assad_Men #MenofRighteousness htt\u2026
4437,Canada,-0.5,#McCain and Graham\u2019s Predictably Terrible Ideas for Syria | The American Conservative
4438,Amsterdam,0.428571428571,#News \n#Iran announces the deaths of three more soldiers in #Syria.\n2 Artesh 65th Airborne Special Forces \n1 IRGC from G\u2026
4439,Amsterdam,0.1,#Footage\n#Assad helicopters dropped bombs on territory near #KafrZita today.\nhttps:\/\/t.co\/T8seL3MBcc\n#Hama #Syria
4440,Canada,-0.0714285714286,"Even as some \u2018guns go silent\u2019 in Syria, access to besieged areas is limited, says UN\n\nhttps:\/\/t.co\/UU9RTRVo3y"
4441,Amsterdam,0.0,#Footage\nKurdish fighter in #Qamishli fights pro-#Assad forces with an M16 rifle.\nhttps:\/\/t.co\/cNF9l67LJd\n#Syria
4442,Kyiv,0.0,Muhammad Al-Hajji commander of Cheetah forces martyred today in #Palmyra\n\n#Syria #ISIS
4443,Canada,0.0,Campaign for British man arrested for fighting #ISIS
4444,Canada,-0.1,Regime Airstrikes Kill 40; Partial Ceasefire Collapses
4445,Canada,0.025,Retired General of IRGC and former governor of Yazd Province injured  in Syria
4446,Canada,-0.0714285714286,"Even as some \u2018guns go silent\u2019 in Syria, access to besieged areas is limited, says UN\n\nhttps:\/\/t.co\/UU9RTRVo3y"
4447,Canada,0.261904761905,"if Bernie keeps pushing Clinton to the left, maybe her position on Syria will no longer be to the right of many Republica\u2026"
4448,Canada,0.0,Tony Benn on the treatment of #refugees #refugeecrisis #syria c  @SteveReevesUK
4449,Kyiv,-0.0666666666667,Heavy military movements along the road between Gazantiep and Kilis as #Turkey deploys reinforcement near #Syria
4450,London,0.25,"#Syria head of White Helmets @SyriaCivilDef rejected entry at US airport, but Rifaat Assad sons come in &amp; out. Okay"
4451,Canada,-0.025,"weddady: \""It's not going very well.\"" \n\nAnother milestone in the US handling of #Syria "
4452,Moscow,0.0,\u041f\u0435\u043d\u0442\u0430\u0433\u043e\u043d: \u0441\u0438\u0440\u0438\u0439\u0441\u043a\u0430\u044f \u043e\u043f\u043f\u043e\u0437\u0438\u0446\u0438\u044f \u043f\u044b\u0442\u0430\u0435\u0442\u0441\u044f \u043f\u0435\u0440\u0435\u0440\u0435\u0437\u0430\u0442\u044c \u043f\u0443\u0442\u0438 \u0441\u043d\u0430\u0431\u0436\u0435\u043d\u0438\u044f \u0418\u0413 \u0438\u0437 \u0422\u0443\u0440\u0446\u0438\u0438
4453,Auckland,0.0,http\u2026
4454,Canada,-0.1,Pentagon: Syrian opposition tries to cut supply lines to ISIL from Turkey
4455,Canada,0.2,Why not? The HAWKS have spoken. I just hope those dummies are ready to DONATE their children to the 'cause'.
4456,Dhabi,0.0,\u0441\u0438\u0440\u0438\u0439\u0441\u043a\u0430\u044f \u043e\u043f\u043f\u043e\u0437\u0438\u0446\u0438\u044f \u043f\u044b\u0442\u0430\u0435\u0442\u0441\u044f \u043f\u0435\u0440\u0435\u0440\u0435\u0437\u0430\u0442\u044c \u043f\u0443\u0442\u0438 \u0441\u043d\u0430\u0431\u0436\u0435\u043d\u0438\u044f \u0418\u0413 \u0438\u0437 \u0422\u0443\u0440\u0446\u0438\u0438
4457,Novosibirsk,0.0,"Russia ignores Obama's plea for Syria ceasefire, shifts forces to Aleppo\nMore :"
4458,Melbourne,0.5,Fantastic!
4459,Amsterdam,0.0,#NewsMap \nThe #FSA restored all defensive positions around #Marea after #ISIS advances on them last night.\n#Syria
4460,Canada,0.25,Syria news and updates direct to your in box subscribe free @
4461,Canada,-0.225,A bloody day for #Syria as the Assad regime aerial massacres return to full force while the world stands by.
4462,Canada,0.357142857143,#US #Special Forces training #Arab units in #Syria and #Turkey
4463,Amsterdam,0.0,#Footage\n#Assad forces bomb #Waer in besieged #Homs province.\nhttps:\/\/t.co\/fdhP6v8Bnb\n#Syria
4464,London,0.0,"Kurds, government forces clash in #Qamishli"
4465,Canada,0.0,Syria siege evacuations under way (BBC)
4466,Canada,0.1,The moment a father finds out his daughter is alive after a bombing in Syria \ud83d\ude42\ud83d\ude4f\ud83c\udffc
4467,Arizona,-0.5,#McCain and Graham\u2019s Predictably Terrible Ideas for Syria | The American Conservative
4468,Canada,0.433333333333,"Remember, Graham is a Bush fanboy and was a strong supporter of backing rebels (#ISIS) to overthrow #Syria\/#Libya "
4469,Dublin,-0.133333333333,".Israel \""actively cooperate's with ISIS\/al Qaeda &amp; channeled through Golan\""\nhttps:\/\/t.co\/jnlfaYNFET"
4470,Athens,0.0,"Two children riding bicycles in Daraa, Syria. April 20, 2016. via @nb2media"
4471,Canada,0.0,"#Syria \""#\u0641\u0631\u0642\u0629_\u0641\u0644\u0648\u062c\u0629_\u062d\u0648\u0631\u0627\u0646\n\u0627\u0633\u062a\u0647\u062f\u0627\u0641 \u062f\u0634\u0645 \u0639\u0635\u0627\u0628\u0627\u062a \u062f\u0627\u0639\u0634 \u0639\u0644\u0649 \u062c\u0628\u0647\u0629 \u0627\u0644\u0639\u0644\u0627\u0646 \u0628\u0635\u0627\u0631\u0648\u062e \u062a\u0627\u0648\"""
4472,Athens,0.0,"Deir Ezzor, Syria. April 2016. via @Lensofayoungder"
4473,Canada,0.025,Retired General of IRGC and former governor of Yazd Province injured  in Syria
4474,Melbourne,0.608333333333,Fantastic idea. Would be great to have more things like this in Australia too!
4475,Canada,0.0,People continue to die in airstrikes despite the ceasefire in Syria.\nhttps:\/\/t.co\/jWQhnQt8FV
4476,AmericaNewYork,-0.0555555555556,"#SyrianWomen #Syria International law fails to protect pregnant women in war zones, argue..."
4477,Canada,0.8,My sis is walking for peace in Syria! Messages or poems for peace welcome. Pls RT #message4peace
4478,Canada,0.261904761905,"if Bernie keeps pushing Clinton to the left, maybe her position on Syria will no longer be to the right of many Republica\u2026"
4479,Athens,0.0,\u0645\u0646\u0639 \u0631\u0626\u064a\u0633 \u0641\u0631\u064a\u0642 \u0627\u0644\u0642\u0628\u0639\u0627\u062a \u0627\u0644\u0628\u064a\u0636(\u0627\u0644\u062f\u0641\u0627\u0639 \u0627\u0644\u0645\u062f\u0646\u064a \u0627\u0644\u0633\u0648\u0631\u064a)\u0645\u0646 \u062f\u062e\u0648\u0644 \u0645\u0637\u0627\u0631 \u0623\u0645\u0631\u064a\u0643\u064a\n\u0628\u0627\u0644\u0648\u0642\u062a \u0627\u0644\u0630\u064a \u064a\u0623\u062a\u064a \u0648\u064a\u0630\u0647\u0628 \u0644\u0623\u0645\u0631\u064a\u0643\u0627 \u0623\u0628\u0646\u0627\u0621 \u0631\u0641\u0639\u062a \u0627\u0644\u0623\u0633\u062f
4480,London,0.0,"Syrians want freedom, not genocidal tyranny in ties or turbans\n'With Canada watching, a plague returns in Syria'..."
4481,Canada,-0.2,#Syria #Tiger_Forces Mohamed Al Haji is Z Brother of Martyred #Tiger_Force Commander Ali Haji who was killed in 2015 ht\u2026
4482,Canada,0.0,"Torture, Syria Intervention and the Murder of Innocents"
4483,Amsterdam,0.0,He probably spoke in Arabic
4484,Canada,0.375,@7piliers Time2 Rich Muslims of Syria 2 GIVE so they can Rebuild AcuteForensic MentalHealthcare 2 protectVulnerable+TreatViolentPerpetrators
4485,Canada,-0.2,"Saudis believe commander of the Army of Islam in Syria, Zahran Aloush, was killed with help\u2026"
4486,Amsterdam,0.0,#Assad-Warplane on low level flight above #Qamischli- threatens #Kurds to share fate of bombed out towns in #Syria
4487,Canada,0.1,#Syria #Homs #Tiger_Forces Leader of Leopards Group Mohamed Al Haji Martyred today near #Palmyra #SAA #SyrianArmy https\u2026
4488,Canada,0.025,Retired General of IRGC and former governor of Yazd Province injured  in Syria
4489,Amsterdam,0.25,For the first time #USAF conducted airstrikes with B-52 in #Syria &amp; #Iraq
4490,Lumpur,0.0,#Assad-Warplane on low level flight above #Qamischli- threatens #Kurds to share fate of bombed out towns in #Syria
4491,Canada,0.0,He probably spoke in Arabic
4492,London,0.025,Retired General of IRGC and former governor of Yazd Province injured  in Syria
4493,Canada,0.0,hmmmm all of these sites with various campaigns calling for western intervention in syria are run by the same person
4494,Canada,0.0,26.
4495,Mumbai,-0.2,"Saudis believe commander of the Army of Islam in Syria, Zahran Aloush, was killed with help\u2026"
4496,Dublin,0.0,Leader of organisation that rescues people from the rubble of Syria's bombs refused entry to U.S. to receive award
4497,Canada,0.0,#Syria\u2019s ceasefire was a bridge to give #Assad a chance to regroup and use #Putin\u2019s air force\n 
4498,Karachi,0.25,"Like the Saudis, many pundits today view Iran as a bigger threat than ISIS and al-Qaeda. This is what drives Syria policy."
4499,Canada,0.142857142857,"This is the so-called Russian withdrawal, right.? Russia Moves Artillery to Northern Syria, U.S. Officials Say - WSJ"
4500,Copenhagen,-0.2,"Children, women killed by Turkish border guards while fleeing\u00a0Syria"
4501,Melbourne,-0.1,Pope\u2019s empty gesture in Syria
4502,Jakarta,-0.91,.@Mohammed_Aloush #Assad is keeping over 10.000 women &amp; 15.000 children in prisons with very bad conditions. #Syria http\u2026
4503,Canada,0.0,Lebanon &amp; Syria
4504,Canada,-0.1,"@vali_nasr @mehdirhasan Imagine saying that to a fighter in Syria, everything he ever believed in crushed, and he would at every turn deny u"
4505,Canada,0.142857142857,"This is the so-called Russian withdrawal, right.? Russia Moves Artillery to Northern Syria, U.S. Officials Say - WSJ http\u2026"
4506,Amsterdam,0.0,#Syria Reports that #FSA retook Kafr Ghan in northern #Aleppo from #IslamicState tonight      \nhttps:\/\/t.co\/d93lvZ0ghr
4507,Canada,-0.5,The app on this ISIS smuggler's phone is Viber. It was created by two friends from the IDF in Israel. Weird world:
4508,Caledonia,0.0,I'd like to capitalise on renewed interest in Saudi terror ties to remind you that Saudi is arming al-Qaeda in Syria
4509,Amsterdam,0.0,#Syria Kurdish forces stormed Prison hold by #Assad-forces in #Qamishli\nhttps:\/\/t.co\/ysprQI9rPI\nhttps:\/\/t.co\/s9UlIyww72
4510,Canada,0.0,My sis is walking her socks off for peace in Syria! Add your messages or poem to #message4peace Pls RT!
4511,Canada,0.025,Retired General of IRGC and former governor of Yazd Province injured  in Syria
4512,Bangkok,0.0,"Nga \u0111e do\u1ea1 M\u1ef9, phe \u0111\u1ed1i l\u1eadp Syria \""t\u1ed1ng ti\u1ec1n\"" h\u00f2a \u0111\u00e0m \u200b\u1edf Geneva?"
4513,Hawaii,0.0,"Russia has been moving artillery units into areas of northern Syria, raising U.S. concern"
4514,Tokyo,0.0,hmmmm all of these sites with various campaigns calling for western intervention in syria are run by the same person
4515,Quito,0.0,#Syrians evacuate a wounded woman from the site after Syrian regime air strikes hit a bazaar in #Idlib #Syria
4516,Canada,-0.25,@TheDaneChris Also remember if not for Kurds ISIS would probably have controlled 70% of Syria if not more. I think you sho\u2026
4517,Canada,-0.05,"286. Since the September 29, 2015 Russian military involvement:\u2026"
4518,London,0.0,Syria: The United Nations-brokered Peace talks threatened as violence surges
4519,London,0.0,Syria: The United Nations-brokered Peace talks threatened as violence surges
4520,Canada,-0.2,"#russo Children, women killed by Turkish border guards while fleeing Syria"
4521,Tokyo,-0.05,"International Military Review \u2013 #Syria &amp; #Iraq, April 20,2016 (Arab Subs)"
4522,Canada,0.0,"Amid fragile truce with Damascus, Syria opposition battles IS"
4523,Copenhagen,-0.2,"Children, women killed by Turkish border guards while fleeing\u00a0Syria"
4524,Copenhagen,-0.2,"Children, women killed by Turkish border guards while fleeing Syria"
4525,Canada,0.25,The U.S. is on a quest to build a shoulder fired anti-aircraft missile safe enough to send to rebels in Syria.
4526,Canada,0.0,#Syria opposition chiefs leave #Geneva talks after market strikes
4527,London,0.0,Watch #US backed Terrorists #SarinGasAttack in #Syria #falseflag to blame #Assad &amp; begin bombing #SerenaShim
4528,London,0.5,"@belizemarc don't you think the people of Syria need help? umm? You do know there's more than just IS fighting in Syria, don't you?"
4529,Canada,-0.2,"Kurds, Syrian regime in deadly clashes in northeast Syria\u00a0https:\/\/t.co\/rQ8mawS6Bg via @AlMonitor"
4530,Canada,0.0,Inside Assad's Syria Documentary
4531,United States,0.0,@AFP)
4532,Dhabi,0.0,PUTIN IGNORES OBAMA Russia overlooks admin's plea for Syria ceasefire
4533,Canada,0.25,The First Draft of History: Dispatches From the Frontline of War
4534,Amsterdam,0.0,#Syria #IslamicState leave #Dumayr suburb NE of #Damascus toward eastern desert after negotiation with #Assad-regime https\u2026
4535,Vienna,0.0,Breaking UPDATE USA B Plan for Syria April 2016 RUSSIA IRAN vs NATO Turk...
4536,Canada,-0.13,"Watch this space very carefully @adamentous Russia moves artillery units to northern Syria, U.S. officials say"
4537,Canada,0.375,@7piliers Time4 Rich Muslims of Syria 2 GIVE so they can Rebuild AcuteForensic MentalHealthcare 2 protectVulnerable+TreatViolentPerpetrators
4538,Dublin,0.0,Syria: The United Nations-brokered Peace talks threatened as violence surges
4539,Canada,-0.2,"Kurds, Syrian regime in deadly clashes in northeast Syria\u00a0https:\/\/t.co\/rQ8mawS6Bg via @AlMonitor"
4540,Istanbul,-0.1,108 killed by regime &amp; Russian strikes across #Syria y'day\n\n53 in #Idlib\n12 in #Damascus area\n\nIG - @MadaSyriaMedia
4541,Canada,0.0,He probably spoke in Arabic
4542,America,-0.2,: Not #Ecuador &amp; not caused by #quake. Market in #Idlib after airstrike by Assad. Dozens killed. #Syria (Pic: @AFP)
4543,Canada,-0.13,"Watch this space very carefully @adamentous Russia moves artillery units to northern Syria, U.S. officials say"
4544,Canada,0.136363636364,"Surviving the wartorn. On frontlinepbs at 9\/8c, the story of 4 kids of #Syria in an escape to a new life in Germany."
